origin,destination,num_flights,total_route_co2,avg_co2_per_flight,avg_price
MEL,SAW,37,58660000,1585405.405,1515.351351
CAN,SZX,243,58199000,239502.0576,526.5802469
CAN,PVG,218,57755000,264931.1927,534.7018349
CAN,JNB,39,57557000,1475820.513,2717.717949
AEP,CPT,23,57495000,2499782.609,7944.913043
CGO,CAN,246,57263000,232776.4228,477.9449153
ADD,DOH,104,57240000,550384.6154,1359.509615
BOG,CGO,12,56735000,4727916.667,10129.08333
SZX,SGN,123,56527000,459569.1057,1941.365854
CAN,TPE,182,56380000,309780.2198,672.1868132
MEL,PEK,58,56334000,971275.8621,1663.344828
CTU,ICN,112,56114000,501017.8571,1237.223214
XIY,VIE,41,55686000,1358195.122,3190.04878
HGH,ZRH,53,55249000,1042433.962,2937.113208
CAN,DOH,49,55245000,1127448.98,2648.22449
HGH,IST,51,55175000,1081862.745,2535.607843
BRU,SHA,39,55115000,1413205.128,4165.846154
GRU,SZX,18,55016000,3056444.444,5574.833333
SCL,SVO,27,54963000,2035666.667,4730.962963
HGH,PHX,19,54918000,2890421.053,6449.105263
SCL,ALG,36,54734000,1520388.889,2756.888889
PVG,ICN,126,54038000,428873.0159,1671.608
PEK,BOM,65,54010000,830923.0769,3261.815385
HGH,ATL,16,53996000,3374750,5394.9375
VCP,BKK,23,53395000,2321521.739,4351.782609
HGH,XIY,223,53210000,238609.8655,482.0163934
HGH,AEP,18,52585000,2921388.889,6226.444444
BOG,CTU,16,52502000,3281375,6233.625
PEK,CAI,43,52190000,1213720.93,1385.511628
XIY,PTY,7,52042000,7434571.429,10667
ATH,SVO,72,51144000,710333.3333,2185.027778
CGO,CAI,36,51091000,1419194.444,2935.555556
HGH,OSL,45,51050000,1134444.444,2406.511111
CAN,SHA,230,50692000,220400,518.6869565
CGO,CPH,30,50375000,1679166.667,3070.8
XIY,CPH,31,50007000,1613129.032,2747.548387
PEK,MNL,116,49971000,430784.4828,1688.974138
CTU,CMN,31,49748000,1604774.194,1712.290323
PEK,NBO,35,48630000,1389428.571,2143.371429
PEK,IST,32,48545000,1517031.25,2672.125
CAI,DME,76,48311000,635671.0526,752.8552632
XIY,PHX,12,48257000,4021416.667,8323.75
CTU,OSL,31,48055000,1550161.29,2730
CPH,SHA,29,48044000,1656689.655,3604.827586
HGH,CLT,16,48006000,3000375,4640.4375
HGH,CNF,23,47884000,2081913.043,4625.956522
CAI,SAW,96,47668000,496541.6667,705.8541667
BRU,PEK,34,47129000,1386147.059,4480.676471
SCL,CGO,22,46877000,2130772.727,3796
SHA,SGN,93,46166000,496408.6022,2129.784946
SYD,PEK,41,46130000,1125121.951,1619.02439
ALG,SCL,31,45955000,1482419.355,1981.419355
AEP,PTY,41,45789000,1116804.878,6938.414634
XIY,MAD,28,45395000,1621250,2269.321429
CTU,AEP,20,45374000,2268700,5125.6
CGO,PEK,166,45352000,273204.8193,618.6163522
CNF,TPE,20,45131000,2256550,2524.15
HGH,DOH,49,45123000,920877.551,2170.632653
CAN,ALG,28,44957000,1605607.143,4473.285714
XIY,DEL,57,44949000,788578.9474,2725.894737
HGH,ARN,44,44085000,1001931.818,2339.431818
VCP,ICN,24,44011000,1833791.667,3535.875
PVG,VCP,19,43934000,2312315.789,6870.789474
FRA,HGH,27,43630000,1615925.926,5211.37037
CTU,NBO,35,43616000,1246171.429,2155.628571
CGO,SGN,95,43597000,458915.7895,1779.778947
BRU,PVG,29,43544000,1501517.241,4003.241379
PEK,ICN,103,43532000,422640.7767,2803.194175
GRU,JNB,28,43478000,1552785.714,1494.928571
CDG,SAW,129,43225000,335077.5194,377.4728682
ADD,TPE,31,42873000,1383000,1557.870968
CGO,DOH,43,42641000,991651.1628,1990.860465
SZX,DXB,22,42152000,1916000,4113.818182
SZX,PVG,147,41804000,284380.9524,541.9591837
SZX,CNF,13,41604000,3200307.692,8432.538462
MUC,PEK,27,41589000,1540333.333,4922.962963
CGO,ATH,27,41051000,1520407.407,2806.407407
CTU,SHA,121,40425000,334090.9091,1079.495868
PEK,JNB,26,40362000,1552384.615,3987.884615
ATH,SAW,143,40142000,280713.2867,410.958042
BRU,SVO,61,39641000,649852.459,1944.655738
SYD,CTU,28,39542000,1412214.286,2810.75
PEK,CPT,22,39540000,1797272.727,3108.409091
PEK,TPE,135,39350000,291481.4815,883.1037037
HGH,NBO,33,39286000,1190484.848,2284.272727
BOM,SYD,32,39274000,1227312.5,1087.9375
VCP,TPE,7,39105000,5586428.571,6838.714286
XIY,ATH,31,38429000,1239645.161,2463.193548
CAI,VCP,23,38300000,1665217.391,3136.086957
CAN,DME,22,38252000,1738727.273,4751.363636
BOG,XIY,7,38162000,5451714.286,10656.85714
CTU,CPT,25,37844000,1513760,4046.72
AEP,JNB,19,37805000,1989736.842,7718.210526
ALG,CNF,29,37692000,1299724.138,1556.275862
ALG,DOH,52,37642000,723884.6154,1810.307692
BOG,HGH,13,37575000,2890384.615,5770.230769
XIY,OSL,28,37575000,1341964.286,2999.714286
CGO,XIY,121,37450000,309504.1322,600.5882353
CGO,NBO,29,36269000,1250655.172,2145.586207
SZX,ALG,28,36182000,1292214.286,3853.321429
XIY,DOH,36,36048000,1001333.333,2035.027778
SZX,LIM,13,35657000,2742846.154,6184.538462
SHA,ICN,90,35613000,395700,1861.844444
HGH,CPT,20,35546000,1777300,4565
XIY,CAI,28,35490000,1267500,2437.107143
XIY,ALG,28,35336000,1262000,3825.892857
CGO,ALG,28,35298000,1260642.857,3899.107143
HGH,DUB,34,34835000,1024558.824,1797.088235
CGO,AMS,26,34310000,1319615.385,2033.923077
PEK,KUL,60,33759000,562650,1615.066667
HGH,LGW,30,33485000,1116166.667,2441.066667
VCP,CDG,18,33459000,1858833.333,1214.888889
PVG,ADD,19,33403000,1758052.632,4683.684211
BOG,SZX,10,33212000,3321200,7480
SHA,DOH,31,32817000,1058612.903,1948.677419
CGO,FCO,27,32397000,1199888.889,2567.111111
CGO,DXB,21,32338000,1539904.762,2550.952381
MUC,PVG,27,32333000,1197518.519,5094.666667
DEL,PVG,30,32271000,1075700,5533.933333
PEK,ADD,20,31904000,1595200,3667.7
ADD,LIM,18,31851000,1769500,3194.444444
PEK,CMN,17,31734000,1866705.882,1609.647059
CGO,SCL,16,31642000,1977625,2402.25
VCP,SAW,15,31437000,2095800,2351.733333
DEL,SZX,20,31258000,1562900,5155.55
HGH,DXB,14,30889000,2206357.143,3891.428571
SZX,IST,24,30641000,1276708.333,3580.166667
DUB,SHA,18,30470000,1692777.778,4608.222222
BOM,SZX,25,29747000,1189880,4773.6
HGH,DEL,38,29680000,781052.6316,3174.342105
PEK,ALG,8,29663000,3707875,3858.75
ADD,SCL,14,29592000,2113714.286,3114.357143
CTU,CNF,11,29489000,2680818.182,6317.181818
AEP,PVG,11,29130000,2648181.818,7893.636364
GRU,HGH,9,29097000,3233000,4834.777778
CPH,PEK,18,29078000,1615444.444,3169.823529
SHA,DME,23,28447000,1236826.087,1664.217391
DUB,PVG,19,28285000,1488684.211,3732.789474
FRA,PEK,15,28239000,1882600,5011.533333
CPH,PVG,20,28162000,1408100,4082.1
CAN,SVO,19,27743000,1460157.895,3588.473684
MUC,SAW,93,27599000,296763.4409,309.4731183
VCP,JNB,12,27395000,2282916.667,1611.25
XIY,HGH,131,26318000,200900.7634,470.2105263
HGH,CMN,20,26258000,1312900,1562.65
CTU,DXB,22,25935000,1178863.636,2623
BRU,SAW,75,25908000,345440,365.5333333
DUB,PEK,12,25612000,2134333.333,3983
XIY,CMN,18,25497000,1416500,1546.333333
ALG,IST,50,25424000,508480,1026.08
SHA,SAW,23,25119000,1092130.435,4277.347826
CTU,IST,17,24645000,1449705.882,3686
XIY,BOM,27,24527000,908407.4074,3413.814815
HGH,ADD,12,24501000,2041750,5708.166667
PVG,SAW,21,24326000,1158380.952,2196.333333
HGH,ICN,61,24297000,398311.4754,844.9
ADD,SGN,22,24241000,1101863.636,1587.863636
XIY,IST,19,24083000,1267526.316,3441
GRU,CAN,11,24054000,2186727.273,6286.090909
CGO,AEP,11,24017000,2183363.636,2996.181818
CAN,ADD,15,24003000,1600200,2936.666667
SCL,HGH,10,23779000,2377900,3877.2
CAI,SHA,20,23738000,1186900,6571.05
PVG,DOH,27,23544000,872000,1945.703704
CGO,MNL,57,23532000,412842.1053,1398.877193
CTU,PVG,71,23248000,327436.6197,881.5352113
XIY,DXB,22,23199000,1054500,2864.545455
VCP,DXB,10,23189000,2318900,1880.4
PEK,CNF,12,23168000,1930666.667,2616.666667
CGO,GRU,8,22745000,2843125,8890.75
XIY,NBO,18,22555000,1253055.556,1944.166667
HGH,JNB,16,22536000,1408500,5469.875
CAN,SGN,48,22535000,469479.1667,1908.458333
XIY,AEP,10,22534000,2253400,2640.8
HGH,DME,17,22526000,1325058.824,2210.117647
BOM,HGH,13,22325000,1717307.692,4925.769231
CAN,SAW,12,22049000,1837416.667,2700.083333
VCP,CPT,9,22047000,2449666.667,2271
CNF,SHA,9,21976000,2441777.778,7214.888889
PVG,SVO,16,21914000,1369625,3407.9375
CAI,HGH,15,21670000,1444666.667,6433.066667
CGO,CMN,15,21639000,1442600,1603.533333
BOM,SHA,16,20137000,1258562.5,4494.1875
FRA,CTU,12,19812000,1651000,3856.833333
DUB,SAW,49,19719000,402428.5714,418.5102041
SZX,VCP,8,19640000,2455000,9141.75
CNF,ALG,17,19343000,1137823.529,1847.117647
HGH,ALG,10,18953000,1895300,3314.1
PEK,DXB,16,18889000,1180562.5,2670.9375
VCP,BLR,2,18667000,9333500,8521
PEK,PVG,51,18288000,358588.2353,725.8627451
CGO,LIS,14,17480000,1248571.429,3237.857143
ALG,SVO,19,17432000,917473.6842,1686.684211
CAN,VCP,7,17214000,2459142.857,6443.142857
ATH,SHA,12,17158000,1429833.333,4538.916667
MUC,HGH,11,17098000,1554363.636,5069.636364
CTU,JNB,14,17005000,1214642.857,3831.714286
SHA,ADD,7,16601000,2371571.429,5069.428571
PEK,SGN,28,15952000,569714.2857,2607.571429
SZX,CMN,11,15776000,1434181.818,1324.545455
HGH,BLR,20,15577000,778850,4235.4
CDG,HGH,8,15491000,1936375,6078.25
XIY,BLR,18,14649000,813833.3333,3442.555556
SYD,SZX,11,14308000,1300727.273,4293.636364
MEL,CTU,10,14122000,1412200,2564.1
MEL,HGH,12,14090000,1174166.667,4947.916667
CGO,BLR,19,13911000,732157.8947,3410.052632
CAI,CGO,16,13724000,857750,5992.3125
CGO,DME,11,13698000,1245272.727,1826.909091
SZX,CGK,21,13529000,644238.0952,2832.52381
CAN,XIY,72,13341000,185291.6667,323.1805556
CGO,ICN,33,13297000,402939.3939,998.6969697
CGO,BOM,16,13160000,822500,3224.5625
FRA,CAN,6,12831000,2138500,9993.333333
DEL,CAN,11,12605000,1145909.091,5321.272727
ADD,SVO,12,11944000,995333.3333,2839.75
CAI,CAN,14,11755000,839642.8571,7741.285714
ALG,SAW,16,11560000,722500,782.375
CGO,IST,9,11282000,1253555.556,2513.111111
XIY,DME,9,11272000,1252444.444,1726.222222
ALG,DME,13,11181000,860076.9231,1298.846154
CAI,XIY,13,11177000,859769.2308,6276.769231
XIY,CPT,7,11174000,1596285.714,4388.571429
CDG,XIY,2,11107000,5553500,12414
VCP,BOM,5,11040000,2208000,3304.2
PEK,DME,4,10919000,2729750,8056.75
XIY,JNB,9,10808000,1200888.889,4255.444444
SZX,JNB,6,10702000,1783666.667,6628.5
CDG,SZX,5,10633000,2126600,4975
CTU,ADD,6,10534000,1755666.667,5134.166667
CTU,SAW,7,10503000,1500428.571,4977
SZX,ADD,7,10430000,1490000,5047.857143
CDG,CTU,5,10386000,2077200,4367.8
YYZ,CGO,7,10199000,1457000,2610.285714
ALG,TPE,9,10052000,1116888.889,1366.444444
PEK,SHA,39,9814000,251641.0256,562.5384615
CPH,CAN,5,9517000,1903400,11067.6
MUC,SZX,6,9469000,1578166.667,2985.5
DEL,HGH,7,9299000,1328428.571,4763
VCP,MNL,4,9235000,2308750,2760
PEK,SAW,8,9123000,1140375,3820
MUC,CAN,4,9047000,2261750,13097.5
PEK,CGO,30,8981000,299366.6667,614.7666667
FRA,SZX,7,8577000,1225285.714,4279.142857
CNF,SZX,4,8484000,2121000,5868.5
VIE,CAN,6,7889000,1314833.333,13632.16667
HGH,SVO,7,7876000,1125142.857,4459.428571
CTU,VCP,3,7782000,2594000,8862
SHA,SVO,7,7773000,1110428.571,4267
CTU,DME,6,7754000,1292333.333,1995.166667
PEK,SVO,6,7712000,1285333.333,1905
CAI,SZX,10,7692000,769200,5751.3
ADD,SAW,13,7634000,587230.7692,1012.538462
CAI,PVG,8,7104000,888000,5889.5
GRU,CTU,2,7104000,3552000,3729
PEK,DOH,9,6914000,768222.2222,1067.111111
SZX,PEK,31,6860000,221290.3226,360.4193548
XIY,ADD,5,6528000,1305600,3522.8
PEK,CAN,28,6501000,232178.5714,481.3571429
BOM,XIY,6,6420000,1070000,5060
VCP,SHA,3,6330000,2110000,5992
VCP,HGH,2,6280000,3140000,4605
AEP,SCL,21,6162000,293428.5714,985.952381
BRU,XIY,5,6156000,1231200,5957
VCP,CAI,3,6150000,2050000,2259
CPH,XIY,4,6094000,1523500,3357.75
CGO,CPT,3,5976000,1992000,7645
CGO,ADD,5,5904000,1180800,2607.8
XIY,CNF,3,5869000,1956333.333,4936.666667
HGH,SAW,5,5775000,1155000,2615
CNF,HGH,1,5730000,5730000,11424
PEK,HGH,28,5665000,202321.4286,467
CAN,PEK,24,5460000,227500,501.5833333
CTU,PEK,27,5434000,201259.2593,443.6296296
MEL,SZX,3,5309000,1769666.667,4911
SZX,SHA,25,5228000,209120,601.68
VCP,CGK,2,5047000,2523500,2649
PEK,SZX,23,5045000,219347.8261,399.1304348
PEK,VCP,2,4942000,2471000,8889
DUB,SZX,4,4915000,1228750,1667.5
CTU,HGH,26,4871000,187346.1538,304.5384615
CGO,JNB,4,4750000,1187500,4207
PEK,CTU,23,4675000,203260.8696,414.173913
VCP,DOH,2,4644000,2322000,2288.5
XIY,SVO,4,4609000,1152250,4779.5
PEK,XIY,22,4538000,206272.7273,405.2727273
SZX,XIY,25,4435000,177400,354.48
DEL,PEK,4,4376000,1094000,3999
CPH,HGH,3,4173000,1391000,9380.333333
CAI,PEK,5,3823000,764600,5023
VCP,ALG,2,3822000,1911000,1706
CAN,CGO,24,3806000,158583.3333,296.25
ADD,PVG,2,3685000,1842500,7461
CPH,SZX,3,3525000,1175000,1663.666667
BRU,CAN,3,3516000,1172000,11210
FRA,XIY,3,3469000,1156333.333,3329.333333
MEL,XIY,4,3438000,859500,3874
DEL,XIY,3,3420000,1140000,5021.333333
MEL,CGO,4,3348000,837000,3874
ATH,CAN,3,2921000,973666.6667,15254
CTU,CGO,19,2920000,153684.2105,251.5789474
VIE,CTU,2,2757000,1378500,4631
SZX,SVO,2,2561000,1280500,4830
ATH,PEK,2,2490000,1245000,4538.5
VCP,SIN,1,2463000,2463000,2763
DUB,CAN,2,2450000,1225000,15257
VIE,HGH,2,2408000,1204000,5644.5
VCP,NBO,1,2355000,2355000,1634
CGO,SVO,2,2304000,1152000,4660
AEP,HGH,1,2279000,2279000,23837
MUC,CTU,2,2196000,1098000,3023
CTU,SVO,2,2180000,1090000,1602
SZX,CPT,1,2064000,2064000,4740
CGO,CNF,1,1910000,1910000,4932
DEL,CGO,1,1661000,1661000,5220
ALG,PVG,1,1571000,1571000,4725
ADD,HGH,1,1552000,1552000,11294
VIE,SZX,1,1402000,1402000,6057
ALG,SZX,1,1315000,1315000,3757
BRU,CTU,1,1269000,1269000,2960
ATH,PVG,1,1261000,1261000,11252
ADD,CAN,1,1239000,1239000,16195
SZX,DME,1,1237000,1237000,2596
DUB,XIY,1,1225000,1225000,2820
BRU,SZX,1,1210000,1210000,5820
CGO,SAW,1,1168000,1168000,4441
ALG,CAN,1,1159000,1159000,15808
SZX,SAW,1,1082000,1082000,4420
DEL,CTU,1,935000,935000,3505
CAI,CTU,1,583000,583000,5000
