origin,destination,num_flights,total_route_co2,avg_co2_per_flight,avg_price
SYD,LHR,946,2028456000,2144245.243,1788.752643
SYD,DUB,938,1997197000,2129207.889,2027.353945
DUB,SYD,964,1994960000,2069460.581,1817.828838
BOG,MEL,706,1933413000,2738545.326,3773.436261
SYD,CPH,824,1888782000,2292211.165,2684.734223
CDG,SYD,906,1876823000,2071548.565,1828.987859
CPH,SYD,929,1876762000,2020195.91,1927.533907
SYD,CDG,857,1852992000,2162184.364,1967.568261
SYD,MXP,866,1847765000,2133677.829,2045.093533
BRU,SYD,901,1847376000,2050361.82,1839.630411
SYD,MAN,833,1841308000,2210453.782,2357.740696
SYD,FRA,876,1824377000,2082622.146,1905.932648
VCP,SYD,353,1806968000,5118889.518,6594.764873
SYD,MAD,787,1801257000,2288763.659,2258.222363
MUC,SYD,893,1800426000,2016154.535,2048.772676
SYD,MUC,836,1778534000,2127433.014,2260.70933
SCL,NRT,748,1777241000,2375990.642,2673.875668
SYD,BRU,790,1761586000,2229855.696,2293.274684
MEL,LHR,864,1755896000,2032287.037,2024.490741
SCL,ICN,778,1753865000,2254325.193,2906.546272
SYD,CAI,910,1735858000,1907536.264,2706.381319
VIE,SYD,859,1711034000,1991890.57,2035.859139
DUB,MEL,865,1698205000,1963242.775,1678.520231
MUC,MEL,831,1694592000,2039220.217,2291.732852
MEL,DUB,806,1674964000,2078119.107,2362.143921
ATH,SYD,886,1672477000,1887671.558,2016.402935
CAI,MEL,950,1670645000,1758573.684,2086.870526
BOG,ICN,920,1657534000,1801667.391,2845.157609
SYD,OSL,764,1651068000,2161083.77,2287.441099
SYD,AMS,751,1649267000,2196094.541,2290.11984
FRA,SYD,837,1646543000,1967195.938,2099.431302
CDG,MEL,784,1644377000,2097419.643,1861.178571
SYD,VIE,805,1640980000,2038484.472,2152.583851
MEL,CPH,773,1640817000,2122661.061,2809.09185
SYD,ZRH,730,1638053000,2243908.219,2466.956164
MEL,JFK,770,1631622000,2118989.61,1646.814286
SYD,ARN,786,1625045000,2067487.277,2274.592875
SYD,LGW,779,1609561000,2066188.703,4547.115533
PVG,IAH,660,1593280000,2414060.606,5286.234848
SYD,FCO,806,1593220000,1976699.752,2035.894541
SYD,LIS,662,1592269000,2405240.181,2611.622356
PVG,MEX,615,1585833000,2578590.244,5811.173984
SCL,DEL,636,1578611000,2482092.767,4036.548742
MEL,CAI,893,1576833000,1765770.437,2549.443449
SYD,YYZ,880,1558093000,1770560.227,1680.5125
MEL,MAN,739,1557458000,2107520.974,2218.493911
MEL,MIA,828,1556846000,1880248.792,1693.594203
MEL,MUC,754,1539478000,2041748.011,2716.750663
MEL,LGW,705,1534658000,2176819.858,5163.61844
YYZ,SYD,904,1526617000,1688735.619,1549.497788
PVG,GRU,452,1526137000,3376409.292,6859.267699
MEL,YYZ,838,1522312000,1816601.432,1747.108592
CAI,SYD,887,1522115000,1716025.93,2038.136415
PVG,ORD,642,1516332000,2361887.85,4710.364486
SYD,ORD,904,1515775000,1676742.257,1431.965708
ATH,MEL,807,1509928000,1871038.414,2053.954151
PVG,SCL,381,1491044000,3913501.312,8872.895013
GRU,BLR,577,1482272000,2568928.943,4570.381282
YYZ,SIN,782,1480693000,1893469.309,2632.992327
BOM,YYZ,887,1465080000,1651724.915,2709.357384
CPH,MEL,757,1462802000,1932367.239,1757.017173
DEL,ORD,799,1456222000,1822555.695,2278.157697
MEL,LAX,977,1451028000,1485187.308,1096.996929
MEL,CLT,800,1449609000,1812011.25,1627.98375
CNF,NRT,586,1449451000,2473465.87,2074.940273
DEL,LAX,706,1444355000,2045828.612,2579.130312
SYD,ATH,727,1444092000,1986371.389,2270.192572
SYD,JFK,701,1437338000,2050410.842,1704.868759
DEL,SFO,725,1436366000,1981194.483,2841.172414
SYD,MCO,867,1431702000,1651328.72,1445.198385
DEL,BOG,701,1428147000,2037299.572,2996.500713
MEL,MCO,789,1421101000,1801141.952,1553.019011
DEL,YYZ,859,1419072000,1652004.657,2839.610012
BOM,AEP,692,1416248000,2046601.156,3373.021676
SYD,CNF,581,1409068000,2425246.127,1935.228916
MEL,CDG,707,1406952000,1990031.117,2218.461103
GRU,LHR,764,1396302000,1827620.419,2794.689791
BOG,NRT,727,1393232000,1916412.655,2508.924347
MEL,FRA,718,1387715000,1932750.696,1930.587744
FRA,MEL,715,1374038000,1921731.469,2076.60979
MEL,MEX,705,1373746000,1948575.887,2006.06383
MEL,AMS,659,1372565000,2082799.697,2718.7739
MEL,BRU,660,1364670000,2067681.818,2452.622727
SCL,MNL,356,1359934000,3820039.326,5185.957865
SCL,HND,538,1357822000,2523832.714,3380.745353
DEL,AEP,589,1355482000,2301327.674,3792.684211
BRU,MEL,686,1349965000,1967879.009,1769.517493
MUC,AEP,862,1343220000,1558259.861,1707.480278
GRU,FRA,642,1334696000,2078965.732,3228.386293
SYD,NBO,703,1328458000,1889698.435,3479.958748
BOG,BOM,560,1326628000,2368978.571,3437.221429
FRA,CNF,1169,1324209000,1132770.744,1045.01882
MEL,MXP,659,1322128000,2006264.036,2469.981791
MEL,ZRH,655,1319266000,2014146.565,2604.035115
SYD,IAH,779,1316889000,1690486.521,1912.007702
BOG,BKK,534,1312921000,2458653.558,3608.340824
MEL,FCO,691,1309093000,1894490.593,2278.761216
DEL,MEX,640,1307244000,2042568.75,2981.94375
VIE,MEL,675,1306033000,1934863.704,1920.534815
DEL,SYD,942,1304731000,1385064.756,1991.299363
SCL,BKK,492,1302964000,2648300.813,3367.418699
DEL,IAH,675,1302750000,1930000,2660.86963
AEP,ICN,529,1302488000,2462170.132,6072.438563
PVG,BOG,505,1302323000,2578857.426,5959.714851
YYZ,BLR,844,1301899000,1542534.36,2019.582938
SYD,IST,627,1294214000,2064137.161,2355.325359
VCP,MEL,196,1289653000,6579862.245,8253.55102
GRU,NRT,484,1286966000,2659020.661,2974.084711
MEL,ATH,657,1286429000,1958035.008,2652.713851
MEL,DEL,1028,1284919000,1249921.206,1405.607977
DEL,JFK,697,1284820000,1843357.245,1954.704448
GRU,MUC,613,1281795000,2091019.576,3536.055465
DEL,PHX,626,1281489000,2047107.029,2840.771565
GRU,DEL,554,1280917000,2312124.549,4078.66787
PVG,MCO,617,1280707000,2075700.162,4159.465154
DEL,CLT,700,1279498000,1827854.286,2646.645714
MEL,ORD,761,1276603000,1677533.509,1602.34954
MEL,BOG,613,1273919000,2078171.289,2230.794454
DEL,MIA,663,1269782000,1915206.637,2387.384615
MEL,LIS,513,1269381000,2474426.901,3066.060429
BOM,MEL,917,1269302000,1384189.749,1800.928026
SYD,CLT,730,1268379000,1737505.479,1475.350685
YYZ,NRT,886,1260919000,1423159.142,1679.334086
YYZ,BKK,760,1258487000,1655903.947,2513.95
YYZ,DEL,924,1253932000,1357069.264,1789.287879
GRU,HND,471,1252815000,2659904.459,3456.585987
BOG,SIN,498,1251456000,2512963.855,3682.401606
SYD,MEX,639,1248111000,1953225.352,2158.380282
DEL,MCO,662,1247955000,1885128.399,2388.833837
MEL,MAD,561,1247542000,2223782.531,2816.108734
GRU,VIE,553,1244070000,2249674.503,3549.285714
VCP,NRT,369,1244012000,3371306.233,6526.03794
BOG,LHR,789,1243292000,1575782.003,1718.669202
BOG,CPT,524,1241482000,2369240.458,3645.080153
YYZ,CPT,721,1236608000,1715128.988,1644.424411
YYZ,MNL,577,1236404000,2142814.558,3298.863085
SCL,DOH,678,1234342000,1820563.422,3541.811209
GRU,MNL,355,1226604000,3455222.535,4795.509859
SYD,MIA,689,1222351000,1774094.34,1511.817126
CTU,JFK,467,1219906000,2612218.415,5045.398287
CNF,ICN,500,1218076000,2436152,3120.09
BOG,DEL,611,1214584000,1987862.52,3017.412439
CNF,FRA,690,1209453000,1752830.435,2689.05942
MEL,OSL,585,1207926000,2064830.769,2574.649573
MEL,IAH,713,1207229000,1693168.303,2025.997195
SYD,BOG,617,1207094000,1956392.22,1847.638574
BOG,SGN,439,1205437000,2745870.159,3783.446469
CTU,IAH,500,1204817000,2409634,4999.42
MEL,SFO,766,1198833000,1565056.136,1370.52611
SHA,BOG,341,1194154000,3501917.889,7285.615836
DUB,BLR,1131,1193770000,1055499.558,937.7656941
SYD,VCP,331,1193438000,3605552.87,5012.561934
CNF,HND,503,1190383000,2366566.6,2364.741551
SCL,MAD,693,1189408000,1716317.46,1823.017316
MEL,ARN,615,1188826000,1933050.407,2264.003252
DEL,MEL,874,1184844000,1355656.751,2021.223112
MEL,FLL,650,1184302000,1822003.077,1730.495385
YYZ,BOM,818,1182118000,1445132.029,1990.860636
SCL,CAI,629,1178197000,1873127.186,3052.527822
CTU,MCO,338,1177958000,3485082.84,7283.337278
SCL,LHR,697,1171228000,1680384.505,1988.763271
MEL,GRU,556,1168739000,2102048.561,1916.956835
SYD,BLR,924,1167791000,1263843.074,1833.231602
MEL,LIM,610,1165159000,1910096.721,2003.236066
DUB,SIN,807,1165057000,1443688.971,1433.973978
SYD,CMN,471,1162945000,2469097.665,2388.946921
BOG,MAD,895,1161459000,1297719.553,1753.240223
YYZ,ICN,743,1160642000,1562102.288,2160.671602
DEL,FLL,658,1160375000,1763487.842,2405.829787
DEL,GRU,590,1158324000,1963261.017,3425.777966
BOG,DOH,571,1157907000,2027858.144,4194.861646
MEL,PHX,719,1156895000,1609033.38,1460.616134
PVG,FLL,536,1155938000,2156600.746,4028.529851
MEL,ADD,644,1151230000,1787624.224,3291.378882
CDG,MNL,599,1150189000,1920181.97,1974.712855
YYZ,KUL,538,1148795000,2135306.691,3263.596654
SYD,DXB,795,1147372000,1443235.22,1337.08805
MEL,NBO,619,1145180000,1850048.465,3507
CNF,ZRH,623,1144950000,1837800.963,3099.65008
SYD,DOH,699,1142155000,1633984.263,1746.745351
GRU,MAN,595,1140616000,1917001.681,3610.610084
BOG,HND,526,1138108000,2163703.422,2875.671103
BOG,SYD,566,1133594000,2002816.254,2449.335689
MEL,VIE,569,1130921000,1987558.875,2268.405975
ATH,AEP,737,1130165000,1533466.757,1664.085482
DEL,LIM,454,1126866000,2482083.7,3463.660793
BRU,CNF,981,1125173000,1146965.341,848.8827727
CDG,SIN,826,1122170000,1358559.322,1504.842615
MUC,LAX,1033,1120973000,1085162.633,1543.805421
MEL,SEA,731,1120555000,1532906.977,1257.04788
SCL,ARN,593,1119291000,1887505.902,2638.854975
SYD,FLL,675,1118787000,1657462.222,1464.847407
FRA,LAX,1017,1117691000,1099007.866,1586.001967
GRU,ICN,446,1114594000,2499089.686,3976.91704
GRU,BKK,441,1111530000,2520476.19,4028.936508
BRU,MNL,600,1110491000,1850818.333,1985.34
BOG,MUC,888,1109801000,1249775.901,2036.420045
CPH,AEP,804,1109677000,1380195.274,1985.39801
AEP,HND,415,1107609000,2668937.349,7928.889157
FRA,MEX,1004,1106253000,1101845.618,1720.901394
AEP,NRT,458,1104939000,2412530.568,5395.925764
PVG,ATL,486,1104825000,2273302.469,4443.123457
MUC,PHX,1076,1103834000,1025868.03,1754.262082
MEL,VCP,232,1103254000,4755405.172,5405.224138
SYD,DEL,898,1102435000,1227655.902,1730.496659
FRA,AEP,770,1101487000,1430502.597,1865.680519
VCP,HND,249,1100504000,4419694.779,7478.281124
CPH,MNL,631,1100176000,1743543.582,1762.806656
YYZ,JNB,685,1098852000,1604163.504,1661.392701
BOG,MNL,392,1098458000,2802188.776,4049.446429
CAI,LAX,761,1095282000,1439266.754,1163.662286
SYD,PTY,591,1092806000,1849079.526,2407.104907
YYZ,MEL,641,1091407000,1702663.027,1578.307332
BOG,JNB,481,1089678000,2265442.827,3756.617464
GRU,BOM,519,1088413000,2097134.875,3884.549133
DEL,SEA,526,1086241000,2065096.958,3011.180608
ATH,CNF,855,1085575000,1269678.363,1070.097076
CPH,SIN,781,1084311000,1388362.356,1525.766965
GRU,ARN,493,1083560000,2197890.467,3052.705882
SHA,IAH,371,1083199000,2919673.854,6900.172507
DEL,ATL,590,1082766000,1835196.61,2415.830508
BRU,BLR,1177,1082589000,919786.746,885.7697536
CAI,AEP,665,1081650000,1626541.353,1933.515789
FRA,MNL,688,1080901000,1571077.035,1876.931686
CAN,ORD,423,1079942000,2553054.374,5117.408983
BOG,FRA,842,1078062000,1280358.67,1954
CPH,BLR,1115,1077613000,966469.0583,918.1820628
MEL,DXB,747,1074169000,1437977.242,1392.566265
CNF,SYD,440,1073401000,2439547.727,3258.184091
FRA,SFO,996,1071339000,1075641.566,1562.340361
MEL,BLR,901,1068845000,1186287.458,1518.485017
CAI,CNF,687,1068483000,1555288.21,1456.449782
SYD,BOM,854,1065619000,1247797.424,1565.20726
VIE,PHX,962,1065489000,1107576.923,1629.509356
CTU,ORD,479,1064319000,2221960.334,4484.876827
CTU,FLL,296,1057391000,3572266.892,7665.540541
MEL,CPT,758,1057141000,1394645.119,2444.027704
CAN,ATL,309,1050584000,3399948.22,7066.676375
MUC,MEX,950,1050301000,1105580,1767.351579
SYD,ADD,580,1049666000,1809768.966,3410.698276
BOM,GRU,567,1046369000,1845447.972,3313.345679
ATH,SFO,848,1044605000,1231845.519,1578.711085
GRU,CDG,525,1044086000,1988735.238,3298.232381
MEL,ATL,579,1039680000,1795647.668,1703.238342
CNF,SIN,343,1038306000,3027131.195,3813.259475
YYZ,TPE,628,1038244000,1653254.777,2030.58121
MUC,SFO,977,1037234000,1061651.996,1551.945752
SZX,GRU,362,1036623000,2863599.448,5957.331492
MEL,SCL,447,1035908000,2317467.562,2460.434004
BOG,BLR,427,1035515000,2425093.677,3442.925059
PVG,YYZ,572,1035318000,1809996.503,3440.120629
SHA,SCL,349,1033535000,2961418.338,5911.690544
MUC,SCL,695,1031623000,1484349.64,1565.441727
MUC,MNL,593,1024768000,1728107.926,2140.269815
YYZ,SGN,523,1022598000,1955254.302,2734.340344
MUC,LIM,758,1022416000,1348833.773,1390.081794
ATH,LAX,818,1022371000,1249842.298,1504.562347
CPH,CPT,790,1021470000,1293000,961.0962025
CNF,LAX,758,1019761000,1345331.135,1709.581794
MUC,IAH,1042,1018959000,977887.7159,1718.116123
CDG,SCL,674,1016698000,1508454.006,1590.416914
CPH,CNF,833,1015579000,1219182.473,1286.80072
MUC,BOG,942,1014685000,1077160.297,1317.390658
DUB,AEP,746,1011602000,1356034.853,1947.951743
CDG,BLR,1064,1006832000,946270.6767,844.0516917
MEL,BOM,826,1006531000,1218560.533,1250.679177
YYZ,HND,697,1002919000,1438908.178,1481.067432
GRU,MXP,612,1002864000,1638666.667,2342.743464
GRU,SYD,438,1002351000,2288472.603,2472.723744
VIE,AEP,683,998985000,1462642.753,1735.579795
BOG,ZRH,782,998555000,1276924.552,1976.673913
CPH,SCL,662,998504000,1508314.199,1654.925982
BOG,CAI,651,998198000,1533330.261,2433.797235
VIE,CPT,813,997918000,1227451.415,1127.388684
GRU,SIN,366,995826000,2720836.066,4295.560109
GRU,ZRH,584,994110000,1702243.151,2837.253425
CNF,SFO,750,993364000,1324485.333,2033.529333
CTU,ATL,310,992002000,3200006.452,6514.474194
MUC,CNF,918,988092000,1076352.941,1165.942266
ADD,IAH,632,987388000,1562322.785,1535.794304
PVG,AEP,392,983547000,2509048.469,4350.762755
CGO,ATL,182,982905000,5400576.923,10896.17033
VCP,LAX,661,979430000,1481739.788,3630.419062
GRU,LGW,695,978449000,1407840.288,2510.352518
SCL,MUC,531,978409000,1842578.154,2878.022599
SCL,SGN,336,977428000,2909011.905,4523.979167
DEL,SCL,428,977237000,2283264.019,3368.990654
CPH,BOG,787,975941000,1240077.51,1533.269377
CNF,VIE,454,975406000,2148471.366,3230.286344
SYD,LAX,691,974799000,1410707.67,1262.659913
CNF,LHR,641,973440000,1518627.145,2554.469579
CPH,LAX,893,972957000,1089537.514,1075.799552
DUB,MNL,553,972828000,1759182.64,1916.81736
FRA,IAH,1001,971958000,970987.013,1730.686314
CPH,MEX,845,970253000,1148228.402,1457.652071
GRU,LAX,718,968176000,1348434.54,1641.832869
SHA,AEP,318,967052000,3041044.025,6618.367925
VIE,SIN,726,966201000,1330855.372,1621.475207
ATH,CPT,742,966197000,1302152.291,1057.850404
CAN,FLL,264,965779000,3658253.788,7206.299242
FRA,PTY,845,965552000,1142665.089,1263.939645
SCL,BOM,404,965320000,2389405.941,4585.648515
BRU,CPT,777,965292000,1242332.046,1091.117117
YYZ,CGK,471,964969000,2048766.454,2845.991507
FRA,PHX,943,961340000,1019448.568,1716.845175
SYD,GRU,429,961233000,2240636.364,2143.146853
CAI,GRU,621,961070000,1547616.747,1495.959742
MUC,PTY,846,960652000,1135522.459,1274.612293
SYD,PHX,659,958628000,1454670.713,1292.512898
MUC,BLR,1075,957542000,890736.7442,1192.466977
ATH,BOG,808,954665000,1181516.089,1448.795792
SYD,SFO,632,952732000,1507487.342,1610.330696
SHA,MEX,328,952585000,2904222.561,7305.743902
YYZ,ATH,1082,952388000,880210.7209,1114.145102
CAI,IAH,760,949180000,1248921.053,1159.580263
DEL,MAN,874,947058000,1083590.389,2138.315789
GRU,TPE,325,946651000,2912772.308,4681.556923
SCL,KUL,354,945751000,2671612.994,4648.889831
CDG,BKK,812,944807000,1163555.419,1031.163793
SCL,MAN,550,943742000,1715894.545,3031.561818
SCL,FCO,538,941624000,1750230.483,2133.171004
CDG,AEP,599,941314000,1571475.793,1779.704508
BOG,DXB,500,940319000,1880638,3227.142
CAN,CLT,243,939859000,3867732.51,7913.744856
DEL,LHR,913,939292000,1028797.371,1463.856517
CAI,BOG,672,939074000,1397431.548,1578.47619
HGH,JFK,332,937908000,2825024.096,4921.46988
AEP,SEA,674,937689000,1391229.97,4622.725519
SYD,ATL,561,937599000,1671299.465,1347.108734
MEL,MNL,857,936757000,1093065.344,1635.343057
ATH,BKK,758,936250000,1235158.311,1612.977573
CTU,MIA,304,935489000,3077266.447,6617.769737
SCL,DUB,633,935426000,1477766.193,2399.851501
